id	MC	deltaT	negativeEvent	intervention	interactions	Interested	Joyful	Determined	Calm	Lively	Enthusiastic	Relaxed	Cheerful	Content	Energetic	Upset	Gloomy	Sluggish	Anxious	Bored	Irritated	Nervous	Listless	classi
15	1	0,509999999999998	65	0	1	44	20	55	60	31	36	68	51	51	41	38	15	37	84	11	34	47	37	1
15	3	2,82000000000001	13	0	1	56	51	56	51	45	49	38	46	47	53	43	37	34	47	39	33	37	38	3
15	1	1,44	63	0	0	94	93	80	44	33	57	60	43	57	54	40	49	53	85	43	64	71	64	1
15	1	2,07	53	0	1	72	26	79	48	60	29	68	70	39	34	59	46	33	30	17	3	67	11	1
15	1	1,5	31	0	1	74	50	66	86	55	82	85	64	58	69	19	6	1	10	45	21	47	6	1
15	1	0,980000000000004	42	0	1	74	49	86	47	69	79	62	78	91	60	62	58	52	61	19	35	48	33	1
15	1	3,39	44	0	1	70	47	54	19	48	54	48	59	89	65	22	83	31	24	30	52	45	37	1
15	1	1,46	12	0	1	21	35	9	8	7	40	41	38	5	38	66	93	54	53	58	70	54	58	1
15	1	2,72	72	0	0	56	10	19	46	54	45	33	10	62	22	26	57	62	30	57	41	31	48	1
16	2	0	48	0	0	56	47	52	28	56	54	10	51	55	52	21	36	6	37	28	40	41	1	2
16	1	3,57	55	0	1	29	22	37	7	23	18	53	34	23	54	57	52	47	50	53	60	30	35	1
16	1	2,61	50	0	1	40	58	29	43	34	66	62	18	42	28	40	72	65	32	81	50	61	82	1
16	1	0,52	70	0	0	68	68	81	76	80	74	63	77	87	53	49	12	40	43	17	65	53	34	1
16	1	0,52	52	0	1	61	43	71	53	42	58	71	77	77	49	62	61	50	51	59	51	64	31	1
16	1	1,82	53	0	1	75	45	78	48	81	72	35	75	37	56	29	12	58	41	53	15	25	41	1
16	1	3,92	73	0	0	16	38	22	24	30	41	42	53	40	51	43	95	38	41	81	72	57	60	1
16	1	0,48	49	0	1	63	68	58	30	56	68	42	93	57	65	74	32	20	84	60	63	73	39	1
16	1	1,57	40	0	1	46	25	43	17	54	41	30	9	35	45	39	19	21	31	62	52	22	62	1
16	1	0,98	71	0	1	58	90	41	41	88	63	71	80	71	45	47	60	34	81	70	31	47	51	1
16	1	1,44	86	0	0	37	73	26	83	30	37	29	5	46	66	3	49	61	3	34	28	26	68	1
16	1	0,41	44	0	1	64	42	31	21	85	56	76	51	47	74	72	61	41	73	77	72	73	59	1
16	3	0,550000000000001	56	0	0	75	74	76	67	79	77	75	64	67	71	21	22	35	34	25	23	29	34	3
16	3	0,469999999999999	41	0	1	53	55	46	53	61	54	64	50	58	60	40	36	43	47	43	33	39	44	3
16	1	1,57	68	0	0	8	49	28	11	39	4	33	35	37	37	66	7	24	38	7	53	35	13	1
16	1	0,460000000000001	63	0	1	71	84	72	44	66	41	64	59	75	47	30	73	29	13	24	29	21	41	1
16	1	0,550000000000001	64	0	1	30	57	55	51	61	42	26	35	56	34	22	35	28	33	15	13	39	33	1
16	1	0,510000000000002	65	0	1	73	38	64	43	78	56	62	65	57	87	37	19	13	45	33	22	47	18	1
16	1	4,45	17	0	0	57	63	45	57	82	41	64	60	64	54	21	52	29	79	17	50	62	29	1
16	1	5,5	66	0	1	89	45	85	51	63	43	41	71	45	93	62	48	32	78	39	71	90	53	1
16	2	0,870000000000001	43	0	0	67	54	52	83	52	49	72	52	60	55	43	24	23	12	3	25	8	5	2
16	2	1,59999999999999	44	0	0	69	71	76	89	76	90	97	76	73	83	67	49	70	51	42	56	52	39	2
16	1	1,48	54	0	0	56	93	36	74	55	78	40	65	19	67	12	60	81	44	51	78	46	55	1
16	2	0,989999999999995	33	0	1	62	91	76	53	94	60	58	81	81	90	5	24	16	10	26	22	15	11	2
16	1	0,590000000000003	26	0	1	40	68	62	60	45	53	51	29	58	61	52	85	15	72	57	32	57	69	1
16	1	1,07	76	0	0	38	49	35	37	21	51	43	34	38	89	25	9	72	70	32	51	41	19	1
16	2	1,02	40	0	1	69	70	69	76	63	99	67	87	66	92	94	67	50	60	58	84	72	51	2
16	1	0,43	92	0	1	37	72	44	62	52	76	25	53	45	58	68	44	35	59	39	42	62	18	1
16	2	1,88	43	0	1	35	46	34	28	36	26	43	39	34	35	5	19	9	9	11	17	17	8	3
16	1	3,08000000000001	45	0	1	63	58	63	77	68	76	77	64	70	66	66	52	13	18	50	42	58	59	1
16	1	0,5	37	0	0	76	62	79	56	37	79	35	79	79	42	50	30	18	60	29	48	59	12	1
16	1	0,590000000000003	52	0	0	26	32	9	26	54	24	19	26	18	54	48	54	45	38	93	35	22	50	1
16	1	0,560000000000002	59	0	0	21	18	10	28	9	27	52	8	22	17	47	59	72	30	99	53	58	78	1
16	1	0,479999999999997	49	0	1	41	33	58	52	63	40	60	61	44	11	48	40	12	9	17	15	5	37	1
16	2	0,859999999999999	12	0	1	56	54	45	71	52	69	73	43	53	58	19	7	35	22	18	34	19	30	2
16	1	2,08000000000001	67	0	1	66	69	73	75	60	82	82	66	96	65	21	6	16	10	28	30	6	43	1
16	1	0,450000000000003	52	0	1	62	80	51	61	79	54	86	18	31	76	22	34	40	31	26	23	43	38	1
16	1	0,890000000000001	11	0	0	48	45	3	44	22	31	1	66	50	36	65	70	46	38	68	29	18	60	1
16	1	0,829999999999998	61	0	1	59	28	68	50	57	59	51	81	26	72	38	14	12	42	21	52	49	8	1
16	1	2,01	45	0	0	13	65	20	34	48	33	64	36	44	51	48	82	64	81	58	60	42	99	1
16	3	0,839999999999996	28	0	0	39	45	28	43	44	34	41	33	41	38	35	47	47	29	37	35	33	37	3
16	3	0,520000000000003	54	0	0	71	72	73	69	61	59	77	89	66	72	28	28	22	35	30	23	11	24	3
16	2	0,43	21	0	0	63	36	45	47	30	38	28	37	59	50	35	18	24	9	25	20	53	20	2
16	1	1,08000000000001	48	0	1	85	51	69	37	58	44	35	56	60	52	69	37	27	41	18	96	43	29	1
16	1	1,03	48	0	0	89	84	28	37	41	54	65	67	62	63	47	39	14	66	64	57	73	12	1
17	1	0	48	0	0	32	40	5	32	32	32	15	28	40	29	54	94	48	52	70	14	52	32	1
17	1	1,95	39	0	0	45	44	24	56	39	56	60	79	22	43	39	65	69	31	69	24	31	83	1
17	1	0,99	65	0	0	84	75	58	64	59	66	93	64	85	65	26	18	61	88	70	64	25	27	1
17	1	0,51	50	0	1	36	53	34	78	41	39	47	67	40	33	48	55	70	28	40	20	14	91	1
17	1	0,56	64	0	1	56	31	22	31	22	61	47	49	23	51	39	58	53	36	43	34	47	42	1
17	1	0,48	36	0	0	39	10	12	52	33	1	21	14	14	13	30	86	40	39	60	2	40	77	1
17	1	0,46	14	0	1	62	44	62	24	52	28	62	56	61	81	67	54	18	44	26	66	19	12	1
17	1	0,57	52	0	1	59	60	48	88	55	96	81	69	83	63	44	40	30	46	28	42	40	35	2
17	1	0,54	64	0	1	19	47	11	44	5	26	22	55	34	31	1	61	54	9	36	25	10	63	1
17	1	1,47	66	0	1	57	72	90	32	68	100	68	70	82	57	49	54	49	75	22	52	59	53	1
17	2	3,29	28	0	1	46	19	12	30	19	22	37	27	21	21	50	68	30	46	43	54	53	31	2
17	1	1,36	51	0	1	44	52	38	67	33	57	65	38	60	28	65	46	45	16	34	46	48	63	1
17	1	0,550000000000001	40	0	1	53	64	32	29	26	58	22	50	22	37	69	27	30	33	43	49	43	53	1
17	1	0,59	46	0	0	31	10	67	16	49	41	21	47	14	49	68	41	10	69	51	37	70	30	1
17	1	1,61	23	0	0	29	52	1	37	33	32	36	50	32	62	47	71	87	67	97	10	62	93	1
17	1	0,540000000000001	50	0	0	33	20	1	18	30	32	62	10	10	18	4	76	80	31	67	47	49	67	1
17	1	1,57	72	0	1	42	43	19	61	44	66	57	64	84	57	32	15	71	60	56	78	73	83	1
17	1	0,43	70	0	1	46	6	33	43	24	51	61	30	18	51	36	62	29	51	62	35	20	32	1
17	1	1	55	0	0	69	66	48	50	51	57	36	77	51	82	69	44	34	51	27	55	60	58	1
17	1	0,449999999999999	23	0	1	44	79	49	70	32	53	57	36	47	27	3	21	15	13	51	18	31	19	1
17	1	0,970000000000002	39	0	1	46	57	39	73	56	35	35	53	68	31	49	63	93	60	47	64	40	60	1
17	1	1,12	22	0	1	57	39	18	30	68	43	53	58	48	51	41	51	76	68	52	62	44	59	1
17	1	1,91	50	0	1	35	48	4	7	51	25	40	17	39	27	49	61	56	51	98	33	48	92	1
17	1	1,36	49	0	0	95	82	82	86	52	66	54	33	81	63	19	7	7	64	6	68	15	36	1
17	1	0,510000000000002	41	0	0	70	32	33	22	34	46	8	75	53	62	95	71	49	78	49	74	72	40	1
17	2	0,600000000000001	37	0	0	60	59	63	19	80	59	20	89	72	71	45	42	12	47	40	74	36	32	2
17	1	0,98	36	0	1	55	66	48	28	60	47	61	69	85	50	66	55	41	50	28	53	68	58	1
17	1	0,460000000000001	58	0	1	71	79	82	85	62	59	68	51	70	78	3	33	34	40	62	30	46	28	1
17	1	1,14	35	0	1	47	33	37	72	76	81	51	69	4	63	52	66	71	3	42	72	47	72	1
17	1	1,11	28	0	1	25	18	49	56	40	25	30	13	17	16	8	24	27	33	44	6	28	49	1
17	1	2,03	46	0	0	30	21	32	28	40	20	17	23	10	41	51	84	62	70	88	35	39	56	1
17	1	2,06	58	0	0	57	40	60	3	42	57	70	36	42	46	51	48	20	60	29	65	64	19	1
17	3	1,51000000000001	44	0	1	66	65	68	64	63	83	67	76	72	64	14	20	30	15	26	20	18	26	3
17	3	1,18	50	0	1	58	57	61	61	65	58	57	66	67	65	34	25	31	13	17	23	19	23	3
17	3	0,479999999999997	66	0	1	53	42	44	53	41	47	39	57	48	51	23	26	45	28	30	36	20	23	3
17	2	0,490000000000002	38	0	0	47	57	66	68	59	62	85	63	64	61	32	32	27	23	21	38	26	36	3
17	2	1,06	45	0	1	59	82	65	58	77	59	44	70	49	89	1	5	16	30	27	28	35	29	2
17	2	1,86	58	0	1	54	37	29	38	50	49	69	30	45	51	57	78	43	59	52	67	53	42	2
17	2	2,49	18	0	1	47	61	49	38	40	54	45	41	50	42	35	45	9	40	17	35	53	23	2
17	2	0,579999999999998	47	0	1	61	72	85	48	62	70	71	76	79	68	9	9	6	20	15	28	20	28	2
17	1	1,62	56	0	1	51	67	62	21	58	38	15	51	28	36	24	88	62	63	60	37	57	64	1
17	1	0,469999999999999	45	0	0	71	49	51	96	67	60	99	41	73	81	57	21	32	23	44	28	32	36	1
17	1	2,04	37	0	0	23	28	2	45	23	7	14	48	35	5	50	95	61	20	64	55	47	58	1
17	1	1,56	24	0	1	58	86	96	46	37	97	45	57	59	70	76	55	38	2	42	21	31	59	1
17	1	1,65000000000001	56	0	1	55	38	2	65	34	65	41	53	42	71	34	46	97	34	45	42	28	100	1
17	1	0,949999999999996	43	0	1	24	72	43	42	36	52	45	18	75	51	49	43	70	63	78	35	45	61	1
17	1	5,07	69	0	1	55	29	40	79	42	86	63	59	92	72	38	44	68	18	59	36	60	62	1
17	1	2,71	45	0	0	78	48	25	22	46	47	17	56	69	41	82	40	7	91	2	59	56	27	1
18	1	0	40	0	0	57	42	42	35	40	44	29	63	67	24	48	58	55	4	44	67	56	70	1
18	1	0,94	32	0	1	39	55	26	77	69	48	77	68	78	58	24	54	92	50	64	51	34	95	1
18	2	1,07	46	0	1	36	32	40	48	32	31	42	42	40	41	40	30	24	21	15	28	22	16	3
18	1	3,26	41	0	1	39	47	7	33	58	26	19	54	56	52	62	38	61	98	48	67	71	34	1
18	3	1,07	36	0	0	43	57	46	43	46	41	46	48	42	55	11	8	26	11	11	20	18	17	3
18	3	0,6	46	0	1	61	60	61	51	60	63	67	61	58	54	16	20	19	30	20	25	24	21	3
18	1	1,58	59	0	1	41	39	67	24	54	8	51	36	44	41	36	21	15	72	17	33	58	19	1
18	1	0,42	54	0	1	12	33	33	61	44	36	69	56	49	6	21	39	42	7	52	37	13	39	1
18	1	0,949999999999999	45	0	1	25	26	8	1	30	50	0	30	18	4	51	84	52	56	80	49	52	42	1
18	2	2,04	54	0	0	48	49	35	74	60	54	50	56	56	60	18	22	41	18	31	44	29	15	2
18	1	2,15	62	0	0	73	40	71	82	56	70	84	70	58	92	18	10	19	16	39	25	15	20	1
18	3	1	44	0	0	80	77	76	71	55	80	71	73	83	72	22	15	17	28	17	15	32	24	3
18	1	1,65	40	0	1	90	77	52	63	81	93	72	60	65	82	33	20	74	16	61	58	3	62	1
18	1	0,970000000000002	49	0	1	69	64	52	49	83	62	99	76	35	59	60	54	30	55	55	66	79	6	1
18	1	2,17	47	0	1	73	34	36	76	29	59	71	61	53	46	6	38	46	61	19	31	17	38	1
18	1	0,530000000000001	10	0	1	55	57	67	68	70	62	55	53	63	79	64	28	57	82	0	54	77	50	1
18	1	0,48	59	0	1	75	61	41	41	87	77	51	72	62	34	54	41	43	48	67	50	58	25	1
18	1	1,98	49	0	0	57	22	41	71	5	5	43	29	29	46	47	14	54	31	17	46	43	50	1
18	1	0,59	42	0	1	54	78	54	33	41	53	55	63	54	57	53	49	56	53	62	55	40	22	1
18	1	1,01	40	0	1	48	35	70	62	33	50	45	48	74	69	41	47	59	19	36	15	29	35	1
18	3	1,61	32	0	0	61	72	64	67	91	87	69	66	61	70	6	8	14	30	23	10	18	28	2
18	3	0,559999999999999	46	0	1	45	50	46	53	49	54	52	60	51	50	39	31	28	32	35	26	31	33	3
18	3	0,5	45	0	1	83	59	55	73	60	64	60	70	49	55	40	24	20	32	39	38	35	23	3
18	2	0,469999999999999	40	0	1	59	50	40	40	46	52	61	34	45	67	27	33	38	30	28	17	40	3	2
18	1	1,91	32	0	1	33	13	44	15	39	22	12	42	39	61	40	22	69	27	51	28	27	39	1
18	1	1,43	83	0	1	82	89	63	55	61	64	75	64	84	93	22	43	93	48	50	62	74	93	1
18	1	1,89	81	0	0	43	75	41	81	40	60	56	39	67	74	38	24	9	60	48	33	41	37	1
18	1	1,55	30	0	1	69	94	59	90	45	97	77	77	86	53	20	19	42	8	75	30	35	48	1
18	1	3,37	66	0	0	17	36	33	25	5	27	27	26	41	5	81	66	24	51	39	42	17	41	1
18	1	0,899999999999999	40	0	1	62	38	79	96	57	43	48	41	77	50	27	2	6	26	18	33	12	2	1
18	1	0,409999999999997	51	0	0	48	32	54	34	38	64	28	57	19	39	82	53	57	82	66	63	87	38	1
18	1	1,49	86	0	1	37	25	26	33	55	25	22	1	18	19	49	90	84	74	81	48	64	95	1
18	1	1,92	43	0	0	36	55	75	96	82	88	71	73	56	91	2	0	27	11	54	16	24	11	1
18	1	0,869999999999997	28	0	1	67	76	73	48	51	82	50	60	78	48	22	40	1	55	39	65	66	28	1
18	1	0,5	72	0	1	34	48	0	25	46	42	76	47	52	34	49	59	66	57	79	26	20	55	1
18	1	1,45	37	0	0	83	88	93	62	65	98	52	32	78	68	52	24	29	42	43	35	57	67	1
18	3	1,4	49	0	1	34	28	26	23	37	30	28	31	29	22	18	34	30	31	34	29	38	30	3
18	3	1,45999999999999	36	0	1	68	71	73	76	66	71	72	82	74	67	30	30	34	38	33	26	39	14	3
18	3	0,5	26	0	0	53	70	68	68	54	70	53	67	69	68	30	29	34	16	32	22	24	34	3
18	2	1,42999999999999	90	0	0	21	43	28	20	18	36	22	10	37	14	30	23	7	41	39	62	38	22	1
18	1	3,38	48	0	1	59	64	58	65	52	81	85	95	79	43	24	27	74	48	45	13	69	62	1
18	1	1,08	69	0	1	41	51	32	57	52	69	10	97	58	46	38	48	89	32	76	38	71	62	1
18	1	2,5	49	0	1	61	46	98	31	48	89	66	56	64	40	27	41	62	71	43	43	67	21	1
18	2	2,06	44	0	0	58	43	54	64	69	64	60	67	50	37	52	39	29	39	38	59	33	36	2
18	1	0,450000000000003	45	0	0	50	45	60	78	92	65	78	79	30	67	36	38	29	50	53	24	72	9	1
19	3	0	28	0	0	81	70	86	85	79	76	70	80	79	82	31	13	31	12	14	16	17	9	3
19	3	0,49	64	0	0	30	32	43	33	31	30	41	33	31	33	46	35	33	26	29	35	40	44	3
19	3	0,42	46	0	1	73	80	72	91	72	88	69	80	83	85	7	32	19	37	11	26	18	32	3
19	2	1	51	0	0	64	74	71	49	70	69	66	75	61	69	55	35	12	44	32	38	35	37	2
19	2	0,95	50	0	1	40	45	44	27	48	36	13	44	43	45	79	59	42	60	44	63	63	46	2
19	1	1,71	30	0	1	93	52	88	100	86	66	68	50	66	84	68	7	32	36	47	84	36	42	1
19	1	1,82	57	0	1	14	37	19	29	26	39	19	19	42	40	69	40	75	29	76	15	27	28	1
19	3	1,52	63	0	1	78	53	66	71	75	70	51	60	69	62	9	21	8	7	11	17	12	14	3
19	1	2,79	53	0	0	61	55	38	29	51	40	23	34	46	15	33	29	23	66	71	27	44	60	1
19	1	1,53	70	0	1	4	58	37	28	39	45	10	27	52	12	60	83	7	90	26	69	64	13	1
19	1	2,93	64	0	1	25	63	55	35	3	33	61	36	78	56	70	18	25	49	38	38	37	59	1
19	1	0,539999999999999	56	0	0	55	52	34	43	96	42	41	72	74	94	54	57	73	19	62	28	70	37	1
19	1	0,559999999999999	51	0	1	47	44	14	49	59	30	61	65	67	28	77	97	64	69	75	69	60	41	1
19	1	1,1	64	0	1	32	56	35	65	71	96	60	52	56	84	34	11	30	49	45	65	15	11	1
19	1	1,01	39	0	0	69	87	50	30	34	45	42	58	68	57	71	41	59	66	55	53	42	67	1
19	1	0,48	10	0	1	41	69	34	53	68	3	34	53	29	56	55	40	56	64	37	56	3	35	1
19	1	0,48	41	0	0	59	50	52	66	78	22	36	54	53	34	46	20	42	26	36	33	7	57	1
19	1	0,849999999999998	47	0	1	26	41	52	48	38	58	51	19	56	58	21	47	95	20	65	18	9	73	1
19	3	0,420000000000002	40	0	0	67	63	61	53	64	62	61	71	56	67	52	37	21	23	33	35	34	40	3
19	3	0,48	19	0	1	48	39	56	48	38	60	51	36	30	46	39	29	36	29	36	35	20	24	3
19	3	0,530000000000001	41	0	1	62	61	45	57	51	57	56	51	64	57	43	35	33	37	31	40	23	27	3
19	3	0,530000000000001	38	0	1	76	72	62	66	50	65	62	63	50	62	20	1	21	21	11	16	10	18	3
19	3	0,52	41	0	1	38	31	42	28	27	47	33	38	37	34	19	14	23	19	26	30	23	20	3
19	1	1,11	46	0	1	63	56	19	23	73	70	68	39	12	31	23	77	61	42	93	60	25	58	1
19	1	0,43	69	0	1	83	66	58	59	45	64	65	56	90	66	28	7	20	30	19	55	49	41	1
19	1	1,01	28	0	0	49	47	8	15	63	24	29	8	39	58	65	87	43	61	62	67	59	54	1
19	1	0,559999999999999	34	0	1	25	63	14	15	13	46	47	12	6	14	80	60	31	39	55	51	45	33	1
19	1	1,71	71	0	0	73	28	48	64	82	90	47	44	68	44	27	6	33	42	65	9	13	64	1
19	1	0,91	38	0	0	81	90	100	83	97	85	69	56	65	67	40	44	36	64	48	6	49	11	1
19	1	1,67	44	0	1	54	43	22	68	47	10	50	52	53	67	35	49	77	64	78	50	4	30	1
19	1	0,550000000000001	49	0	0	43	64	75	53	33	75	67	31	71	42	87	30	3	62	39	53	75	18	1
19	1	1,08	48	0	1	14	58	46	87	16	17	28	30	14	51	25	25	44	2	22	29	27	21	1
19	1	6,63	63	0	1	77	66	68	50	24	67	64	35	52	82	75	45	8	48	22	73	51	49	1
19	1	2,64	72	0	1	46	80	22	40	9	33	51	12	52	47	13	44	94	6	52	30	62	49	1
19	1	0,450000000000003	44	0	1	12	33	69	29	49	38	0	38	28	24	36	49	28	31	49	44	26	31	1
19	3	1,07	45	0	0	49	58	59	49	68	50	45	48	48	55	28	67	46	48	53	45	50	60	3
19	3	0,509999999999998	68	0	1	47	59	60	57	67	47	64	53	56	68	16	14	2	17	20	10	20	3	3
19	3	2,97	44	0	0	42	53	53	48	32	28	42	40	42	37	47	34	41	34	38	37	18	28	3
19	3	0,490000000000002	51	0	1	77	69	70	81	75	77	87	94	93	82	35	28	19	23	19	18	18	31	3
19	3	0,479999999999997	60	0	1	47	49	58	38	41	44	42	43	60	40	22	25	28	30	17	20	20	23	3
19	1	0,600000000000001	74	0	1	33	33	38	36	61	51	54	27	42	27	52	63	61	73	58	62	79	70	1
19	1	0,5	62	0	0	52	56	66	49	62	66	50	46	47	35	60	74	51	80	45	50	76	28	1
19	1	1,02	73	0	1	50	37	20	2	46	52	68	48	58	57	95	83	53	76	50	62	60	67	1
19	1	4,70000000000001	48	0	1	33	50	52	45	31	28	35	44	8	25	54	39	50	37	44	54	43	13	1
19	1	1,16	20	0	1	35	35	26	35	74	47	32	40	73	36	71	55	58	51	38	79	40	84	1
19	1	0,460000000000001	53	0	0	34	45	10	38	46	84	47	51	43	71	26	65	30	47	76	39	10	71	1
19	1	1,15000000000001	20	0	1	65	66	61	36	59	38	49	67	91	59	89	36	17	42	12	35	28	29	1
19	1	2,15000000000001	54	0	1	62	78	50	5	68	50	58	70	65	32	85	81	69	92	45	79	98	34	1
20	1	0	56	0	1	80	75	73	37	86	43	51	59	98	68	54	72	48	67	92	65	81	67	1
20	2	4,62	38	0	1	37	12	18	44	40	19	55	32	13	11	38	35	41	29	9	21	31	38	2
20	1	1,81	60	0	0	56	70	66	18	69	56	57	78	76	51	55	50	15	22	32	82	67	34	1
20	1	0,93	50	0	1	60	57	49	19	60	27	33	20	48	44	29	47	34	91	18	32	21	86	1
20	1	0,94	45	0	1	16	58	53	46	36	33	46	46	39	22	49	58	56	81	44	94	29	58	1
20	1	0,52	53	0	0	24	55	85	21	59	53	63	34	18	73	70	44	17	98	13	88	95	10	1
20	1	2,33	53	0	1	86	67	81	85	38	90	86	83	54	94	55	21	20	47	21	58	42	28	1
20	1	2,58	71	0	1	3	27	49	82	51	50	55	48	51	80	21	23	52	29	45	19	13	45	1
20	1	0,42	59	0	1	83	69	52	30	56	61	37	66	79	57	66	35	53	80	59	54	32	39	1
20	1	1,04	57	0	1	36	13	21	23	13	24	50	5	47	51	16	52	49	45	74	22	42	52	1
20	1	0,5	54	0	1	27	9	42	44	2	50	28	15	44	20	18	52	37	73	41	52	57	37	1
20	1	0,510000000000002	32	0	1	64	33	58	30	49	39	45	34	72	37	85	55	0	76	31	69	59	5	1
20	1	2,26	37	0	1	23	75	13	32	27	9	12	17	43	16	22	61	46	79	67	32	37	70	1
20	1	0,48	39	0	1	78	28	53	15	56	53	13	13	52	60	5	39	41	54	2	30	34	13	1
20	1	1,18	49	0	1	51	44	37	29	47	37	43	32	40	22	59	72	93	93	62	71	67	66	1
20	1	0,57	37	0	1	37	36	32	5	54	37	5	35	28	44	15	81	68	83	76	44	85	68	1
20	3	1,14	80	0	1	45	68	71	58	57	56	72	59	64	58	19	6	21	12	20	13	17	25	3
20	3	0,550000000000001	61	0	1	76	83	83	70	80	82	90	71	79	86	32	28	24	17	23	24	23	26	3
20	3	0,52	25	0	1	69	62	60	60	63	56	60	58	62	60	29	41	48	32	37	25	32	32	3
20	1	0,939999999999998	51	0	1	39	75	44	30	34	18	70	59	15	41	70	49	41	21	58	35	33	14	1
20	1	0,420000000000002	79	0	0	23	0	51	49	26	37	37	21	11	24	6	25	32	25	21	65	15	16	1
20	1	3,03	37	0	0	46	59	60	48	45	58	60	70	53	49	17	29	54	54	41	26	21	85	1
20	1	0,600000000000001	39	0	1	96	73	67	25	73	75	65	63	58	68	75	57	46	70	25	35	83	17	1
20	2	4,25	54	0	1	64	63	61	50	64	60	62	48	49	49	45	32	17	38	29	41	36	26	3
20	2	0,469999999999999	74	0	1	55	40	29	47	57	21	55	57	29	23	24	34	48	38	36	28	46	27	2
20	2	0,460000000000001	63	0	1	67	62	59	36	73	81	45	62	84	77	60	38	9	43	34	23	24	31	2
20	2	0,909999999999997	76	0	1	54	53	65	91	45	43	65	59	39	32	53	59	55	60	50	39	37	33	2
20	1	1,04000000000001	48	0	1	40	38	40	64	62	55	45	59	57	74	32	61	97	13	67	24	19	75	1
20	3	2,75000000000001	39	0	1	59	73	64	67	72	59	60	78	65	63	26	25	22	28	27	35	27	22	3
20	1	5,16	53	0	0	94	82	30	32	68	65	60	71	44	55	65	22	44	38	25	15	71	35	1
20	1	0,509999999999998	85	0	1	60	34	64	76	15	60	61	22	58	20	44	35	65	41	56	36	29	20	1
20	1	1,57	84	0	0	56	33	1	13	15	16	41	39	22	27	98	79	28	79	38	41	50	5	1
20	1	1,61000000000001	58	0	1	69	53	48	13	42	82	73	66	84	66	65	45	47	61	38	62	91	47	1
20	1	0,939999999999998	32	0	1	64	34	74	44	71	62	43	55	65	62	64	21	51	52	49	67	56	55	1
20	1	0,590000000000003	62	0	0	49	45	61	13	26	57	64	60	72	56	72	78	50	77	71	55	53	39	1
20	1	1,05	49	0	1	7	31	19	6	7	28	17	22	21	47	71	67	28	44	46	28	74	50	1
20	3	1,1	38	0	0	85	74	74	68	82	76	82	82	78	70	15	20	31	29	9	9	9	8	3
20	3	0,539999999999999	57	0	0	64	66	70	65	65	54	49	53	66	71	0	8	0	25	19	0	4	12	3
20	3	1,76000000000001	64	0	0	50	55	62	52	45	51	56	67	55	62	22	29	21	14	20	22	27	10	3
20	3	1,03	52	0	1	46	37	47	59	40	52	57	63	44	44	44	30	43	50	47	46	34	40	3
20	2	0,969999999999999	64	0	1	70	46	77	41	61	69	27	57	68	54	3	23	0	11	40	0	9	0	2
20	2	1,13	30	0	1	46	25	23	19	28	33	24	30	36	39	18	32	5	25	20	13	13	14	2
20	1	0,969999999999999	67	0	1	32	77	35	15	77	35	21	81	48	30	54	77	47	67	47	78	85	68	1
20	1	0,409999999999997	64	0	1	38	44	51	21	15	47	55	31	67	43	69	69	9	49	39	39	48	77	1
20	3	1,06	35	0	1	59	65	70	58	84	64	55	85	61	67	22	20	17	13	25	17	23	20	3
20	3	0,460000000000001	40	0	1	54	54	47	77	54	65	45	69	56	55	17	22	9	29	14	19	17	30	3
20	2	0,969999999999999	65	0	0	33	62	47	77	86	51	75	32	69	65	27	48	49	47	42	39	39	37	1
21	1	0	72	0	1	37	23	48	6	22	44	21	70	40	0	44	54	31	53	32	45	87	45	1
21	2	1,04	52	0	1	63	70	80	92	82	86	74	67	75	88	31	7	36	22	21	17	3	21	2
21	2	1,42	60	0	0	55	54	55	73	63	57	70	65	55	56	34	21	37	29	11	29	22	22	3
21	1	4,14	68	0	0	67	26	43	35	42	43	58	67	48	55	57	31	50	42	61	53	81	46	1
21	1	0,41	45	0	0	34	40	61	52	45	47	68	34	47	50	54	29	16	50	13	31	54	16	1
21	1	0,590000000000001	64	0	1	68	45	27	44	42	72	49	54	40	62	46	60	64	15	64	22	41	84	1
21	2	1,46	57	0	1	51	19	35	31	22	32	30	30	19	40	28	23	8	24	6	24	32	25	2
21	1	0,880000000000001	68	0	1	71	72	64	96	81	24	45	58	51	27	6	15	25	40	28	21	22	57	1
21	1	1,32	31	0	1	60	93	74	82	31	22	65	40	41	70	47	18	34	4	36	22	58	42	1
21	1	0,940000000000001	44	0	1	10	60	62	26	15	45	48	7	46	54	45	38	39	78	44	96	81	9	1
21	1	0,42	62	0	1	23	53	76	42	18	23	51	52	20	19	50	20	14	47	34	46	13	17	1
21	1	0,91	32	0	1	71	53	29	46	63	76	56	22	39	58	80	42	31	37	43	53	54	19	1
21	1	0,56	45	0	1	6	3	13	50	33	24	23	7	15	34	3	46	79	19	17	24	42	52	1
21	1	0,52	50	0	0	41	40	52	54	73	51	28	64	76	82	55	15	34	35	33	28	23	9	1
21	1	0,9	57	0	1	24	46	33	47	38	52	32	44	29	51	70	70	72	64	53	53	84	35	1
21	1	0,48	46	0	0	30	46	51	38	42	45	44	68	61	64	19	68	63	31	76	37	52	77	1
21	1	1,47	74	0	1	96	68	62	92	90	66	81	70	45	79	30	30	77	49	56	38	25	43	1
21	1	2,53	64	0	1	51	60	67	65	57	70	63	81	54	88	5	33	19	49	35	44	34	70	1
